,Unnamed: 0,Number,Name,Country,Region,Type,Activity_Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Dominant_Rock_Type,Tectonic_Setting,clean_Country,clean_Type,clean_Elevation,clean_Latitude
701,783,300121,Veer,Russia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Eruption Dated,390 CE,53.75,158.45,520,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,0m--1000m,1
702,784,300122,Kostakan,Russia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Eruption Dated,1350 CE,53.83,158.05,1150,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
703,785,300123,Bakening,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,550 BCE,53.905,158.07,2278,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,2000m--3000m,1
704,786,300124,Zavaritsky,Russia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Eruption Dated,800 BCE,53.905,158.385,1567,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
705,787,300125,Akademia Nauk,Russia,Kamchatka and Mainland Asia,Stratovolcano(es),Eruption Observed,1996 CE,53.98,159.45,1180,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano(es),1000m--2000m,1
706,788,300130,Karymsky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,2016 CE,54.049,159.44299999999998,1513,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,1000m--2000m,1
707,789,300140,Maly Semyachik,Russia,Kamchatka and Mainland Asia,Caldera,Eruption Observed,1952 CE,54.135,159.674,1527,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
708,790,300150,Bolshoi Semiachik,Russia,Kamchatka and Mainland Asia,Stratovolcano(es),Eruption Dated,4450 BCE,54.32,160.02,1720,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano(es),1000m--2000m,1
709,791,300160,Taunshits,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,550 BCE,54.528,159.804,2301,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,2000m--3000m,1
710,792,300170,Uzon,Russia,Kamchatka and Mainland Asia,Caldera(s),Eruption Dated,200 CE,54.5,159.97,1617,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
711,793,300180,Kikhpinych,Russia,Kamchatka and Mainland Asia,Stratovolcano(es),Eruption Dated,1550 CE,54.489,160.251,1506,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano(es),1000m--2000m,1
712,794,300190,Krasheninnikov,Russia,Kamchatka and Mainland Asia,Caldera,Eruption Dated,1550 CE,54.596000000000004,160.27,1816,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
713,795,300200,Kronotsky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1923 CE,54.753,160.533,3482,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,3000m--4000m,1
714,796,300201,Schmidt,Russia,Kamchatka and Mainland Asia,Shield,Evidence Credible,Unknown,54.92,160.63,2020,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,2000m--3000m,1
715,797,300210,Gamchen,Russia,Kamchatka and Mainland Asia,Complex,Eruption Dated,550 BCE,54.974,160.703,2539,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,2000m--3000m,1
716,798,300220,Komarov,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,950 CE,55.033,160.725,2065,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,2000m--3000m,1
717,799,300221,Vysoky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,550 BCE,55.06399999999999,160.765,2129,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,2000m--3000m,1
718,800,300230,Kizimen,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,2013 CE,55.131,160.32,2334,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,2000m--3000m,1
719,801,300240,Tolbachik,Russia,Kamchatka and Mainland Asia,Shield,Eruption Observed,2013 CE,55.832,160.326,3611,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,3000m--4000m,1
720,802,300241,Udina,Russia,Kamchatka and Mainland Asia,Stratovolcano(es),Evidence Credible,Unknown,55.755,160.52700000000002,2923,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano(es),2000m--3000m,1
721,803,300242,Zimina,Russia,Kamchatka and Mainland Asia,Stratovolcano(es),Evidence Credible,Unknown,55.861999999999995,160.60299999999998,3081,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano(es),3000m--4000m,1
722,804,300250,Bezymianny,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,2016 CE,55.972,160.595,2882,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,2000m--3000m,1
723,805,300251,Kamen,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Credible,Unknown,56.02,160.593,4585,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,4000m--5000m,1
724,806,300260,Klyuchevskoy,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,2016 CE,56.056000000000004,160.642,4754,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,4000m--5000m,1
725,807,300261,Ushkovsky,Russia,Kamchatka and Mainland Asia,Compound,Eruption Observed,1890 CE,56.113,160.509,3943,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,3000m--4000m,1
726,808,300270,Sheveluch,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,2016 CE,56.653,161.36,3283,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,3000m--4000m,1
727,809,300271,Piip,Russia,Kamchatka and Mainland Asia,Submarine,Eruption Dated,5050 BCE,55.42,167.33,-300,Dacite,Subduction Zone / Intermediate Crust (15-25 km),Russia,Submarine,-1000m--0m,1
728,810,300272,Khangar,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,1500 CE,54.761,157.407,1967,Dacite,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,1000m--2000m,1
729,811,300273,Cherpuk Group,Russia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Eruption Dated,4550 BCE,55.55,157.47,1868,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
730,812,300280,Ichinsky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1740 CE,55.678000000000004,157.718,3596,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,3000m--4000m,1
731,813,300290,Maly Payalpan,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,55.82,157.98,1802,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
732,814,300300,Bolshoi Payalpan,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,55.88,157.78,1906,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
733,815,300310,Plosky,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,55.2,158.47,1236,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,1000m--2000m,1
734,816,300320,Akhtang,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,55.43,158.65,1956,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,1000m--2000m,1
735,817,300330,Kozyrevsky,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,55.58,158.38,2016,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,2000m--3000m,1
736,818,300340,Romanovka,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Uncertain,Unknown,55.65,158.8,1442,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,1000m--2000m,1
737,819,300350,Uksichan,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,56.08,158.38,1692,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,1000m--2000m,1
738,820,300360,Bolshoi-Kekuknaysky,Russia,Kamchatka and Mainland Asia,Shield(s),Eruption Dated,5310 BCE,56.483000000000004,157.917,1401,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
739,821,300370,Kulkev,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,56.37,158.37,915,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,0m--1000m,1
740,822,300380,Geodesistoy,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,56.33,158.67,1170,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,1000m--2000m,1
741,823,300390,Anaun,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Uncertain,Unknown,56.32,158.83,1828,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,1000m--2000m,1
742,824,300400,Krainy,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,56.37,159.03,1554,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,1000m--2000m,1
743,825,300410,Kekurny,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,56.4,158.85,1377,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
744,826,300420,Eggella,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,56.57,158.52,1046,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,1000m--2000m,1
745,827,300440,Verkhovoy,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,56.52,159.53,1400,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,1000m--2000m,1
746,828,300450,Alney-Chashakondzha,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,1600 CE,56.7,159.65,2598,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,2000m--3000m,1
747,829,300460,Cherny,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Uncertain,Unknown,56.82,159.67,1778,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,1000m--2000m,1
748,830,300470,Pogranychny,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,56.85,159.8,1427,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
749,831,300480,Zaozerny,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,56.88,159.95,1349,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
750,832,300490,Bliznets,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Uncertain,Unknown,56.97,159.78,1244,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,1000m--2000m,1
751,833,300500,Kebeney,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.1,159.93,1527,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,1000m--2000m,1
752,834,300510,Fedotych,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.13,160.4,965,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,0m--1000m,1
753,835,300511,Shisheika,Russia,Kamchatka and Mainland Asia,Lava dome,Eruption Dated,2240 BCE,57.15,161.08,379,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Other type,0m--1000m,1
754,836,300512,Terpuk,Russia,Kamchatka and Mainland Asia,Shield,Eruption Dated,800 BCE,57.2,159.83,765,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,0m--1000m,1
755,837,300520,Sedankinsky,Russia,Kamchatka and Mainland Asia,Shield,Eruption Dated,7050 BCE,57.27,160.08,1241,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,1000m--2000m,1
756,838,300530,Leutongey,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.3,159.83,1333,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,1000m--2000m,1
757,839,300540,Tuzovsky,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,57.32,159.97,1533,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
758,840,300550,Gorny Institute,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,1250 CE,57.33,160.2,2125,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,2000m--3000m,1
759,841,300551,Kinenin,Russia,Kamchatka and Mainland Asia,Maar,Eruption Dated,850 CE,57.35,160.97,583,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,0m--1000m,1
760,842,300552,Bliznetsy,Russia,Kamchatka and Mainland Asia,Lava cone,Eruption Dated,1060 BCE,57.35,161.37,265,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Russia,Other type,0m--1000m,1
761,843,300560,Titila,Russia,Kamchatka and Mainland Asia,Shield(s),Eruption Dated,550 BCE,57.4,160.1,1559,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
762,844,300570,Mezhdusopochny,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.47,160.25,1641,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,1000m--2000m,1
763,845,300580,Shishel,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.45,160.37,2525,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,2000m--3000m,1
764,846,300590,Elovsky,Russia,Kamchatka and Mainland Asia,Shield(s),Eruption Dated,7550 BCE,57.55,160.53,1381,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
765,847,300600,Alngey,Russia,Kamchatka and Mainland Asia,Stratovolcano,Evidence Uncertain,Unknown,57.7,160.4,1853,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,1000m--2000m,1
766,848,300610,Uka,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.7,160.58,1643,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,1000m--2000m,1
767,849,300620,Kaileney,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.8,160.67,1582,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,1000m--2000m,1
768,850,300630,Plosky,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,57.83,160.25,1255,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,1000m--2000m,1
769,851,300640,Bely,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,57.88,160.53,2080,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,2000m--3000m,1
770,852,300650,Nylgimelkin,Russia,Kamchatka and Mainland Asia,Shield(s),Eruption Dated,3550 BCE,57.97,160.65,1764,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
771,853,300660,Snezhniy,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,58.02,160.8,2169,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,2000m--3000m,1
772,854,300670,Iktunup,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,58.08,160.77,2300,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,2000m--3000m,1
773,855,300671,Spokoiny,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,3450 BCE,58.13,160.82,2171,Dacite,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,2000m--3000m,1
774,856,300680,Ostry,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,2050 BCE,58.18,160.82,2552,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Stratovolcano,2000m--3000m,1
775,857,300690,Snegovoy,Russia,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,58.2,160.97,2169,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,2000m--3000m,1
776,858,300700,Severny,Russia,Kamchatka and Mainland Asia,Shield,Eruption Dated,1550 BCE,58.28,160.87,1936,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Shield,1000m--2000m,1
777,859,300710,Iettunup,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,58.4,161.08,1340,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
778,860,300720,Voyampolsky,Russia,Kamchatka and Mainland Asia,Shield(s),Evidence Uncertain,Unknown,58.37,160.62,1225,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
779,861,302030,Udokan Plateau,Russia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Eruption Dated,220 BCE,56.28,117.77,2180,Trachybasalt / Tephrite Basanite,Rift Zone / Continental Crust (>25 km),Russia,Other type,2000m--3000m,1
780,863,302050,Tunkin Depression,Russia,Kamchatka and Mainland Asia,Volcanic field,Evidence Uncertain,Unknown,51.5,102.5,1200,Trachybasalt / Tephrite Basanite,Rift Zone / Continental Crust (>25 km),Russia,Other type,1000m--2000m,1
781,864,302060,Jom-Bolok,Russia,Kamchatka and Mainland Asia,Volcanic field,Eruption Dated,5180 BCE,52.713,99.021,2047,Basalt / Picro-Basalt,Rift Zone / Continental Crust (>25 km),Russia,Other type,2000m--3000m,1
782,865,302070,Azas Plateau,Russia,Kamchatka and Mainland Asia,Volcanic field,Evidence Credible,Unknown,52.433,98.303,2765,Trachybasalt / Tephrite Basanite,Rift Zone / Continental Crust (>25 km),Russia,Other type,2000m--3000m,1
783,866,303010,Taryatu-Chulutu,Mongolia,Kamchatka and Mainland Asia,Volcanic field,Eruption Dated,2980 BCE,48.133,99.95,2326,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,2000m--3000m,1
784,867,303020,Khanuy Gol,Mongolia,Kamchatka and Mainland Asia,Volcanic field,Evidence Credible,Unknown,48.67,102.75,1886,Trachyandesite / Basaltic Trachyandesite,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
785,868,303030,Bus-Obo,Mongolia,Kamchatka and Mainland Asia,Pyroclastic cone,Evidence Uncertain,Unknown,46.995,109.355,1301,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
786,869,303040,Dariganga Volcanic Field,Mongolia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Evidence Credible,Unknown,45.754,114.279,1778,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
787,870,303050,Middle Gobi,Mongolia,Kamchatka and Mainland Asia,Pyroclastic cone(s),Evidence Uncertain,Unknown,45.28,106.7,1120,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
788,872,304030,Kunlun Volcanic Group,China,Kamchatka and Mainland Asia,Pyroclastic cone(s),Eruption Observed,1951 CE,35.52,80.2,5808,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km),Other country,Other type,5000m--6000m,1
789,873,305010,Honggeertu,China,Kamchatka and Mainland Asia,Pyroclastic cone(s),Evidence Uncertain,Unknown,41.47,113.0,1700,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
790,875,305020,Keluo Group,China,Kamchatka and Mainland Asia,Pyroclastic cone(s),Evidence Credible,Unknown,49.37,125.92,670,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,0m--1000m,1
791,876,305030,Wudalianchi,China,Kamchatka and Mainland Asia,Volcanic field,Eruption Observed,1776 CE,48.72,126.12,597,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,0m--1000m,1
792,879,305060,Changbaishan,China-North Korea,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1903 CE,41.98,128.08,2744,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,1
793,881,306020,Ch'uga-ryong,North Korea-South Korea,Kamchatka and Mainland Asia,Shield,Evidence Uncertain,Unknown,38.33,127.33,452,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Shield,0m--1000m,1
794,882,306030,Ulreung,South Korea,Kamchatka and Mainland Asia,Stratovolcano,Eruption Dated,2990 BCE,37.5,130.87,984,Trachyandesite / Basaltic Trachyandesite,Intraplate / Continental Crust (>25 km),Other country,Stratovolcano,0m--1000m,1
795,883,306040,Halla,South Korea,Kamchatka and Mainland Asia,Shield,Eruption Observed,1007 CE,33.361,126.53,1919,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Shield,1000m--2000m,1
796,884,311010,Buldir,United States,Alaska,Stratovolcano,Evidence Uncertain,Unknown,52.35,175.91099999999997,656,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,0m--1000m,1
797,885,311020,Kiska,United States,Alaska,Stratovolcano,Eruption Observed,1990 CE,52.103,177.602,1220,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,1000m--2000m,1
798,886,311030,Segula,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,52.015,178.136,1160,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,1000m--2000m,1
799,888,311050,Little Sitkin,United States,Alaska,Stratovolcano,Eruption Observed,1830 CE,51.95,178.543,1174,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,1000m--2000m,1
800,889,311060,Semisopochnoi,United States,Alaska,Stratovolcano,Eruption Observed,1987 CE,51.93,179.58,1221,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,1000m--2000m,1
801,890,311070,Gareloi,United States,Alaska,Stratovolcano,Eruption Observed,1989 CE,51.79,-178.794,1573,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,1000m--2000m,1
802,891,311080,Tanaga,United States,Alaska,Stratovolcano(es),Eruption Observed,1914 CE,51.885,-178.146,1806,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano(es),1000m--2000m,1
803,892,311090,Takawangha,United States,Alaska,Stratovolcano,Eruption Dated,1550 CE,51.873000000000005,-178.00599999999997,1449,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,1000m--2000m,1
804,893,311100,Bobrof,United States,Alaska,Stratovolcano,Evidence Uncertain,Unknown,51.91,-177.438,738,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,0m--1000m,1
805,894,311110,Kanaga,United States,Alaska,Stratovolcano,Eruption Observed,2012 CE,51.923,-177.168,1307,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,1000m--2000m,1
806,895,311111,Moffett,United States,Alaska,Stratovolcano,Eruption Dated,1600 BCE,51.943999999999996,-176.747,1196,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,1000m--2000m,1
807,896,311120,Great Sitkin,United States,Alaska,Stratovolcano,Eruption Observed,1974 CE,52.076,-176.13,1740,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,1000m--2000m,1
808,897,311130,Kasatochi,United States,Alaska,Stratovolcano,Eruption Observed,2008 CE,52.177,-175.50799999999998,314,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,0m--1000m,1
809,898,311140,Koniuji,United States,Alaska,Stratovolcano,Eruption Dated,1150 BCE,52.22,-175.13,273,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,0m--1000m,1
810,899,311160,Atka,United States,Alaska,Stratovolcano(es),Eruption Observed,1812 CE,52.331,-174.139,1448,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano(es),1000m--2000m,1
811,900,311161,Korovin,United States,Alaska,Stratovolcano(es),Eruption Observed,2007 CE,52.381,-174.166,1518,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano(es),1000m--2000m,1
812,901,311180,Seguam,United States,Alaska,Stratovolcano(es),Eruption Observed,1993 CE,52.315,-172.51,1054,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano(es),1000m--2000m,1
813,902,311190,Amukta,United States,Alaska,Stratovolcano,Eruption Observed,1997 CE,52.5,-171.252,1066,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,1000m--2000m,1
814,903,311200,Chagulak,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,52.577,-171.13,1142,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,1000m--2000m,1
815,904,311210,Yunaska,United States,Alaska,Shield,Eruption Observed,1937 CE,52.643,-170.62900000000002,550,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),United States,Shield,0m--1000m,1
816,905,311220,Herbert,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,52.742,-170.111,1280,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,1000m--2000m,1
817,906,311230,Carlisle,United States,Alaska,Stratovolcano,Eruption Observed,1828 CE,52.894,-170.054,1620,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,1000m--2000m,1
